ÐòºÅ	z1 z2
1	0.8	0.8
2	0.6055609231814251	0.9055609231814251
3	3.167429702381287	2.126194073256427
4	1.104292960053005	2.678901336348264
5	3.255454245670301	1.542451164586136
6	-0.2030208459456463	0.4141910024795079
7	1.54643924987788	2.367316308395361
8	1.520845671570739	3.280117518003408
9	0.3379381586349823	4.359417586245609
10	0.4690778814522487	1.75878153489194
11	-0.6989901443037454	3.396775792311729
12	-2.228900658556579	2.26091317965909
13	0.01968279801964051	3.568581068573341
14	-0.4188805728865843	3.65056815563634
15	-0.1619323275377809	4.929430414510296
16	0.02215947255514417	5.9176553929428
17	0.2602070673375916	5.179467412127437
18	3.391331480768016	10.38657991956942
19	3.587253428525236	10.56444228139461
20	2.966415443279037	10.53977062676232
21	2.840690185757879	10.2788046641502
22	2.300086300847399	10.26388251246275
23	3.421142296178337	9.549833674747086
24	1.915444729230399	9.56155398154725
25	2.347501924200764	11.13278451767577
26	3.520692399086846	10.54609290998121
27	4.509313744739884	11.30630407802555
28	2.459161979331144	10.81263536680111
29	1.874698272602944	13.06658398218445
30	3.197195844324823	10.75011064092374
31	4.728247028853819	14.10543715721829
32	4.671276106475388	13.47099746832273
33	5.173764156389287	15.46504006067582
34	6.233513149967151	15.67247297498812
35	6.39420762808890	18.75248984003184
36	7.549373057420083	18.39339797087801
37	7.014231400565631	18.79574067154923
38	7.68253740037683	19.62916652129598
39	6.525869391139705	18.94981384719645
40	8.057211950062576	19.30176512660992
41	8.516936190084297	21.251020535991
42	8.546923821851081	21.21934154756287
43	7.441408776902664	21.54084115938273
44	8.451593963962115	23.31276655985283
45	10.41212005872857	22.42037021060807
46	9.105635637731325	22.57189389693351
47	11.37172491351443	24.54374245066736
48	10.31283608164614	23.80099905154898
49	8.453775675031092	23.33996275523925
50	11.45817373016107	24.5528237848766
51	10.71859763001385	24.37119592447249
52	11.03057989101225	26.26254577945788
53	12.22824514266197	26.40206767405812
54	13.15970994896276	26.42406202851388
55	12.82908108783866	28.48067828194804
56	14.00723955516653	27.62118592074868
57	14.48484477102652	28.26587518266559
58	12.75603842824797	29.30209603140873
59	15.02986924927895	29.40759314280656
60	12.46271528388868	30.75061112515257
61	15.92550590006365	31.37063561511679
62	13.3847558440160	31.43786070255836
63	13.78196199900295	31.06926745241031
64	12.03053806977852	31.05994080135967
65	10.79036054165937	30.19833029356609
66	11.27097048499666	30.76817288278384
67	9.385452816562225	30.5827354914195
68	11.64596667381215	31.95530096958183
69	8.794013549764414	30.35717035710018
70	10.72389765466901	31.92292511020848
71	7.784112668438026	30.49901763617086
72	7.975088774489837	28.10852090196122
73	6.853702418053525	27.75065891394794
74	8.05961049461150	28.62198098009844
75	10.93975294037769	30.90341862592982
76	9.54306409533808	32.50799284821845
77	10.23881067042632	33.95338390005624
78	9.990093806277273	35.35020610273738
79	9.680368121383627	35.36282518015549
80	8.541263978339608	35.11033940915099
81	6.973083284121156	33.5251596908993
82	7.08567920931527	32.62653678301446
83	4.495373568782158	31.53930168006483
84	3.872875386877813	30.46835979001226
85	1.350217954857933	28.41081808129707
86	3.17277879647456	32.02748020825038
87	6.115537880771351	32.28444824553184
88	7.000396449609681	32.25273669600772
89	5.337246666265776	29.07518557778866
90	5.134411912886449	33.93670196400024
91	3.476742815886618	31.73141046229718
92	4.48182898041974	32.06980949903966
93	3.217791388332749	32.45585186320126
94	3.954645233057016	29.73367750848587
95	4.353258808209469	31.11687520454259
96	5.715803760612236	30.63093242175962
97	6.755464382611009	33.89730585104139
98	6.595457368859796	35.12738963718184
99	5.903294528529338	34.69493762847349
100	5.785095476148105	35.30149203419292
